frame,source_cam,target_cam,mean_px_err,n_corners
0,0,1,3.7805280895107836,14
1,0,1,4.28763758256596,11
2,0,1,2.8324912036771135,9
113,0,1,3.11087755080045,16
134,0,1,2.1865655909187303,63
135,0,1,1.4067623903176893,61
137,0,1,0.6105968430969086,60
138,0,1,3.396114506444148,60
139,0,1,0.876409340015673,57
140,0,1,0.6460916469525472,63
141,0,1,0.6929881013806688,63
142,0,1,0.7694614809315377,63
143,0,1,0.7346642712956339,63
144,0,1,0.6370942306537369,63
145,0,1,0.756693521931382,63
146,0,1,0.7901904146538581,63
148,0,1,0.8634890151458879,63
149,0,1,1.5916093391835215,63
150,0,1,0.8224456180633762,63
151,0,1,0.9573720896500492,63
152,0,1,3.3799136882574867,57
153,0,1,0.9260216753839795,49
154,0,1,1.0795595685981656,49
155,0,1,1.4526015116660074,44
156,0,1,1.3071359646949186,45
157,0,1,2.08083441737956,32
159,0,1,2.2323599698518204,22
160,0,1,3.022605046566227,10
161,0,1,3.3512254982139553,6
162,0,1,3.8286621276040638,2
213,0,1,1.8290796717668993,6
224,0,1,3.5680219617003543,16
225,0,1,1.7407584136605785,22
235,0,1,3.7956610273186095,1
236,0,1,1.4529001143199336,43
237,0,1,3.590893913271354,2
238,0,1,3.6169365062379883,2
239,0,1,3.2114413919587834,4
240,0,1,3.0490024154755693,4
241,0,1,3.0688317616559613,5
242,0,1,3.2357130321544036,8
243,0,1,3.137804404201248,11
244,0,1,3.0471809963118104,15
245,0,1,2.6879605699337787,27
246,0,1,2.4369840118206514,30
247,0,1,1.3657233690466182,48
248,0,1,1.8776375977905495,36
249,0,1,2.2672696589462182,40
250,0,1,1.8460466339468147,52
251,0,1,1.6769562797876152,56
252,0,1,1.899414399005387,56
253,0,1,1.645015412048757,59
254,0,1,1.5255399390215565,62
255,0,1,1.4435611363740113,59
256,0,1,1.3695396422766148,62
257,0,1,1.2966521948930012,63
258,0,1,1.2773396668564492,58
259,0,1,1.252347928238627,63
260,0,1,1.024122581435587,63
261,0,1,1.2270739493539444,63
262,0,1,1.0125116172464752,63
263,0,1,0.8409790896668017,63
264,0,1,0.8724284332866297,63
265,0,1,0.6467901867404828,63
266,0,1,0.6826137882898367,63
267,0,1,0.6232338837894222,63
268,0,1,1.7448906918449119,63
269,0,1,1.200948722694977,55
270,0,1,0.45739767924100116,63
271,0,1,0.4417839919009553,62
272,0,1,0.46509791171668213,63
273,0,1,0.4120352408445729,63
274,0,1,0.5638476723257659,63
275,0,1,0.4581050413684974,63
276,0,1,0.39776752548711697,63
277,0,1,1.2222871983889945,57
278,0,1,1.1781622682636843,62
279,0,1,1.196589523963697,58
280,0,1,1.2009629021658208,49
281,0,1,1.244045641985008,45
282,0,1,2.5701224656819623,17
283,0,1,1.461304388474184,33
284,0,1,1.4985406902219216,11
293,0,1,2.9845282303650307,16
304,0,1,2.28682919822169,15
315,0,1,2.4008159453861,16
322,0,1,1.0452700942198387,15
323,0,1,0.8774755475769701,35
324,0,1,1.1460831601041128,46
325,0,1,0.9747277222443654,52
326,0,1,2.450753319423775,25
327,0,1,1.3645873649759535,60
328,0,1,1.988039667597904,63
329,0,1,1.7021610444848385,63
330,0,1,2.0162164443642023,63
331,0,1,1.798907069408828,63
332,0,1,1.7469293839336455,63
333,0,1,1.6552452465393168,63
334,0,1,4.7144170745121246,63
337,0,1,2.0212487619684305,29
348,0,1,2.748559001933608,37
359,0,1,3.666582929193747,10
367,0,1,1.9872680490597028,63
368,0,1,2.5648471502890042,63
369,0,1,2.4893611833467704,63
370,0,1,2.15179341820079,63
372,0,1,3.1013528090599545,59
373,0,1,2.804863543260752,63
374,0,1,2.5818971721824457,63
375,0,1,2.7379749250199366,61
376,0,1,2.391846880281835,63
377,0,1,2.7188766004007574,63
378,0,1,2.4869164277474236,59
379,0,1,2.815641635422114,59
380,0,1,2.2602999924999683,57
381,0,1,2.1660032169306453,61
383,0,1,3.134107027037164,51
384,0,1,2.1939050337809203,59
385,0,1,2.2922857522289726,52
386,0,1,2.833695144278209,53
387,0,1,2.607168069745949,53
388,0,1,2.6085638728683525,57
389,0,1,2.3848213388606982,47
390,0,1,2.5271295847258837,55
391,0,1,1.8365886807841667,55
392,0,1,2.3743271211178443,45
393,0,1,1.3362726147149613,63
