frame,source_cam,target_cam,mean_px_err,n_corners
2,0,1,4.942137222960999,29
6,0,1,5.24063947769559,63
7,0,1,2.21897439624431,63
8,0,1,1.9147919362963886,54
9,0,1,9.529074011360228,51
16,0,1,1.2161190858025301,14
18,0,1,0.7262578008326351,29
19,0,1,0.5521738296788952,38
20,0,1,0.6472154621354402,53
21,0,1,0.8642203401743557,61
22,0,1,0.9585076695741127,59
23,0,1,1.7428061543313305,59
25,0,1,1.8713880019977136,63
26,0,1,1.8573451689158453,63
27,0,1,1.832973623969276,63
28,0,1,1.7377561976060776,61
29,0,1,1.8146199705802781,63
30,0,1,1.1940775352496378,57
31,0,1,1.5462320082854764,48
32,0,1,1.2318164435167405,50
33,0,1,1.5431059296294558,38
34,0,1,1.7754457457499175,42
36,0,1,3.87876520858391,48
37,0,1,2.575984723876405,45
38,0,1,2.5238704322355074,46
39,0,1,3.000536639394396,48
40,0,1,3.2845969422729255,51
41,0,1,2.8241254668901203,58
42,0,1,3.397138656203703,58
43,0,1,3.1307415510642502,60
44,0,1,3.675500479772136,58
45,0,1,3.1369348485049744,55
47,0,1,3.0275234430667837,48
48,0,1,2.455789354908048,58
49,0,1,2.671687384661701,53
50,0,1,2.121486557509142,46
51,0,1,2.4592086464672898,49
52,0,1,1.5148288403930628,42
53,0,1,2.2397033224912137,53
54,0,1,2.4604025917851255,47
55,0,1,2.107327761244957,48
56,0,1,2.7207616665120518,53
58,0,1,1.5493044277353356,48
59,0,1,1.3481448595188954,51
60,0,1,0.8466673745965082,48
61,0,1,0.8385986591101329,45
62,0,1,0.819436579197156,38
63,0,1,0.9801186795355623,47
64,0,1,1.5478409201763823,44
65,0,1,2.917695234391575,42
66,0,1,2.1447021105830006,43
67,0,1,2.5597713167521547,49
69,0,1,2.7749888814663173,51
70,0,1,3.1281215378046365,49
71,0,1,3.3262511834189574,53
72,0,1,3.271430715237598,61
73,0,1,3.6896178402787525,53
74,0,1,3.9647638690772093,34
75,0,1,4.7093702444695635,36
76,0,1,4.95346397587399,40
77,0,1,5.0659076812113195,46
78,0,1,5.096138466669642,42
80,0,1,5.140518886141145,42
81,0,1,4.965500072671278,54
