frame,source_cam,target_cam,mean_px_err,n_corners
0,0,1,2.858217513023675,54
1,0,1,0.8068865060072167,62
2,0,1,1.1228384613273994,63
13,0,1,0.5227652022637582,63
24,0,1,1.1476627444156753,63
35,0,1,1.2795819531355717,63
46,0,1,1.2400727782414156,63
57,0,1,0.49539858951415194,61
68,0,1,1.9994556911380152,63
79,0,1,3.6613402184846375,63
90,0,1,3.478880970385156,63
101,0,1,5.138850683693581,63
112,0,1,0.783095478010488,62
117,0,1,0.9174001592321926,63
118,0,1,0.5910475027715336,63
119,0,1,1.0129618566523568,63
120,0,1,0.5462674566029799,63
121,0,1,0.805922288086566,63
122,0,1,0.9074112229346051,63
123,0,1,0.8395444963761559,63
125,0,1,0.7640030502881844,63
126,0,1,0.5024481480624473,63
127,0,1,0.7423124474370445,63
128,0,1,0.7529332720913167,63
129,0,1,0.7659594414137885,63
130,0,1,0.6131943720153717,63
131,0,1,0.5714815646734106,61
132,0,1,1.182772306810406,63
133,0,1,0.6506065192800864,63
134,0,1,0.6613566878805984,63
136,0,1,0.8615258780089219,63
137,0,1,0.6871407401075982,63
138,0,1,0.6321433126214862,63
139,0,1,0.7728853363267102,63
140,0,1,0.6945622707993654,63
141,0,1,0.7998738052844964,63
142,0,1,0.5552082584903271,63
143,0,1,0.614540300917596,61
144,0,1,0.44502345617320277,63
145,0,1,0.5181477480236238,63
147,0,1,0.48004205781714604,63
148,0,1,0.46000550295667775,63
149,0,1,0.5951746632944864,63
150,0,1,0.7869697227850213,63
151,0,1,0.6275768184074597,63
156,0,1,1.1934223735893288,63
158,0,1,1.1804182651021298,63
159,0,1,1.2287420495993022,63
160,0,1,1.072954861680196,63
161,0,1,1.2571154882136872,63
162,0,1,1.133558406131983,63
163,0,1,1.160651540566295,63
164,0,1,0.9891415748010706,63
165,0,1,1.1274704014679062,63
166,0,1,0.9974485596898606,63
167,0,1,0.8443962592204601,63
169,0,1,0.7791204201733056,63
170,0,1,0.7845362484206917,63
171,0,1,0.7062851220267248,63
172,0,1,2.255154519742964,63
173,0,1,0.6096529840916889,63
174,0,1,0.8540380145656021,63
175,0,1,0.8837438258980224,63
176,0,1,0.5492690723637319,63
177,0,1,0.6975471804012627,63
