index1,index1_flex,index1_axis,index1_crossaxis,index2,index2_flex,index2_axis,index2_crossaxis,fnum
177.11826029840526,177.11826029840526,-34.240731475858055,55.20485807090985,177.53729568708331,177.53729568708331,-135.35051990968492,-51.461843072334496,0
174.68699541236165,174.68699541236165,-76.13925237933411,25.405384616938665,174.79661136148678,174.79661136148678,-124.88039055716067,-45.11153393944985,1
173.9473012176926,173.9473012176926,-69.95447289678197,34.24723930405719,175.7445514576375,175.7445514576375,-129.983449411127,-50.115797812235975,2
174.3044858302491,174.3044858302491,-70.13304914527073,34.22212593039158,176.29218789410803,176.29218789410803,-134.36918877428184,-52.906374859660055,3
173.47915216642423,173.47915216642423,-73.8261403657692,30.144302336775826,176.61648347251818,176.61648347251818,-128.53138435209632,-50.397273831912315,4
173.38753773951268,173.38753773951268,-76.42743712520394,26.373623990487086,176.6237059534878,176.6237059534878,-130.65273296195926,-51.361804773876,5
174.37965978596628,174.37965978596628,-80.0101807262127,20.78341651221861,176.4409294732653,176.4409294732653,-134.8494221885378,-53.589426462130355,6
173.7713752311054,173.7713752311054,-77.5535778878094,24.766965586843252,176.71048708316198,176.71048708316198,-128.60490979897864,-50.32298633932735,7
173.8703789981238,173.8703789981238,-77.19829955184886,26.187407585917352,175.65599267340087,175.65599267340087,-112.35651372082737,-37.08358848759643,8
172.97947717160054,172.97947717160054,-75.64337511122758,30.194219041618748,174.91933122517705,174.91933122517705,-105.16977625116024,-28.694102631984403,9
174.12418019322368,174.12418019322368,-69.47034214997169,36.3534699485209,175.84337476358118,175.84337476358118,-116.56037499283259,-41.620580436418734,10
175.02448321518833,175.02448321518833,-70.24692234771148,33.49606191540014,175.20905822595475,175.20905822595475,-112.64659781756961,-34.853781189750926,11
175.3070436463064,175.3070436463064,-83.30135200847842,13.310059619173133,175.2714003269135,175.2714003269135,-119.60307589206359,-39.38371119474049,12
175.2929235324729,175.2929235324729,-78.29979691971046,21.92838604231859,175.95111298394335,175.95111298394335,-124.74846863652135,-45.28316765505455,13
177.06166897772775,177.06166897772775,-78.0420092552299,23.246326198365743,175.9006581784578,175.9006581784578,-131.8792207989542,-51.55980115553637,14
176.88282853055472,176.88282853055472,-87.64716832145488,5.732470290306428,175.9146546057902,175.9146546057902,-125.87551268759371,-46.88471485095366,15
176.44654577027984,176.44654577027984,-82.69622004271727,14.893852884894635,175.77619628510598,175.77619628510598,-117.55070980211599,-39.93530021475005,16
176.70602525705115,176.70602525705115,-66.85144208850566,38.20803740763417,175.4118630026157,175.4118630026157,-117.15491323412058,-40.69351905001887,17
175.799991404659,175.799991404659,-76.14891821521502,25.781262880766036,175.36730868749217,175.36730868749217,-109.51977360223489,-31.16013077845346,18
175.75271664330512,175.75271664330512,-80.32099226414238,20.021780188602563,174.80159574584943,174.80159574584943,-115.80289726693684,-39.347844878580034,19
175.5680062413586,175.5680062413586,-75.88635743644343,27.614690396670472,176.0660972730179,176.0660972730179,-106.94138158468019,-29.692510787819298,20
174.78929761715824,174.78929761715824,-84.82485438087815,12.459829970333056,175.7667143741995,175.7667143741995,-104.62303204460989,-26.152786581699687,21
174.3235280955519,174.3235280955519,-88.33799263914553,5.576197684869869,175.73985522592054,175.73985522592054,-103.65118338914434,-24.054854396296363,22
174.89451710082673,174.89451710082673,-83.84694167291619,14.465166668892556,175.28230067889754,175.28230067889754,-111.28719345283744,-35.53536518481306,23
174.71413668405867,174.71413668405867,-80.30568092919164,20.527375882056575,175.8912236168921,175.8912236168921,-114.10306913940197,-38.393432752857244,24
174.04523817260602,174.04523817260602,-76.38232557815189,26.552149247312183,175.16723163070364,175.16723163070364,-118.11573714259238,-41.76492657112034,25
172.59650318692866,172.59650318692866,-89.3442793134087,4.144512156125935,174.004426560836,174.004426560836,-120.69802308396997,-42.43966887938768,26
172.65842037918287,172.65842037918287,-89.09637157032802,4.578741732384025,173.5633781667598,173.5633781667598,-118.07309374629118,-39.28651713771376,27
173.77295449275744,173.77295449275744,-84.1163626525392,13.821494544968294,174.02751043494516,174.02751043494516,-109.69453857719033,-31.791202858675245,28
169.40070663412794,169.40070663412794,-86.74476114992775,9.46967891742986,171.97846045954896,171.97846045954896,-94.4242582402344,-4.149696458059705,29
163.99891050163163,163.99891050163163,-84.41344622034757,15.11966772784328,167.40883978216502,167.40883978216502,-86.44584695717252,12.045769198466571,30
149.6064207071488,149.6064207071488,-90.49391861857431,10.793982457141691,161.8957067306485,161.8957067306485,-70.68319108873904,38.77535093541492,31
111.26415471204295,111.26415471204295,-76.83495306801119,40.06229829482536,149.14629177165605,149.14629177165605,-39.14704037211292,99.48516409090425,32
104.65794164798832,104.65794164798832,-79.61427132237398,39.37711875810856,143.5115062661842,143.5115062661842,-39.72002594380854,105.53939183621225,33
95.5086563049989,95.5086563049989,-78.7358388374411,46.013867774821634,139.49615408432712,139.49615408432712,-55.69421707775552,118.45473004275017,34
101.64082766319633,101.64082766319633,-85.11259096599188,38.60486112392468,143.0706071246869,143.0706071246869,-80.03750339450522,109.08257099938007,35
95.78499808898039,95.78499808898039,-89.27822232712074,25.388517945443056,137.68757752030464,137.68757752030464,-83.01902587580922,98.25692173818062,36
83.87046588556335,83.87046588556335,-80.13452785184047,52.48613135948468,132.35701657862978,132.35701657862978,-78.49806041495331,155.44175242916717,37
96.24623470482605,96.24623470482605,-81.18335925891796,50.41702727022539,140.58776807542256,140.58776807542256,-67.11716726125499,122.57404605592133,38
100.8901850416001,100.8901850416001,-82.01307146533003,46.04248443088069,147.67794516714235,147.67794516714235,-66.62142054420173,113.03221331004802,39
131.84886675511342,131.84886675511342,-88.87703713383034,21.66076146407601,156.65431718868496,156.65431718868496,-58.71168363701448,81.0004343014371,40
173.56801006106184,173.56801006106184,-130.23232121084447,-53.50906898994082,177.35381008422678,177.35381008422678,172.31483858888484,-61.043136579538135,41
