image_idx,corner_id,x,y
0,0,786.9070434570312,677.3435668945312
0,1,794.7821044921875,643.1437377929688
0,2,803.1797485351562,607.7049560546875
0,3,811.8665771484375,570.3421020507812
0,4,821.6157836914062,531.9149169921875
0,5,831.3790893554688,492.4284362792969
0,6,842.1859741210938,452.227294921875
0,7,853.2275390625,410.8043518066406
0,8,864.5895385742188,368.9832458496094
0,9,817.873291015625,694.3505249023438
0,10,826.1334838867188,659.88916015625
0,11,835.3453979492188,623.7467041015625
0,12,845.263427734375,586.3311157226562
0,13,855.6486206054688,547.1973876953125
0,14,866.2430419921875,507.0041198730469
0,15,877.5260620117188,466.0628967285156
0,16,889.8123779296875,423.95989990234375
0,17,901.9509887695312,381.1714172363281
0,18,849.5444946289062,712.1007080078125
0,19,858.8018798828125,677.1151123046875
0,20,869.1253662109375,640.7259521484375
0,21,879.8490600585938,602.87548828125
0,22,891.083251953125,563.0601196289062
0,23,902.8447265625,522.6425170898438
0,24,914.8143920898438,481.0089416503906
0,25,927.207275390625,438.0932922363281
0,26,940.862060546875,394.7020568847656
0,27,882.6699829101562,730.5252685546875
0,28,893.58544921875,695.022216796875
0,29,904.3817749023438,658.2817993164062
0,30,915.8477172851562,620.2355346679688
0,31,927.8504028320312,580.0706787109375
0,32,940.7871704101562,538.8945922851562
0,33,953.3759155273438,496.82940673828125
0,34,967.1903076171875,453.0239562988281
0,35,980.8656616210938,408.9005432128906
0,36,917.892333984375,748.6481323242188
0,37,929.392333984375,713.6099853515625
0,38,941.0371704101562,676.7908935546875
0,39,953.008056640625,638.3424682617188
0,40,966.2289428710938,597.9661865234375
0,41,980.0068969726562,556.3198852539062
0,42,994.1934204101562,513.4296264648438
0,43,1008.3513793945312,469.25531005859375
0,44,1023.0498657226562,424.22918701171875
0,45,953.4634399414062,767.8204956054688
0,46,965.6607666015625,732.5789184570312
0,47,978.7757568359375,695.450439453125
0,48,991.9723510742188,656.9481201171875
0,49,1005.9039306640625,616.3318481445312
0,50,1020.6248168945312,574.2557983398438
0,51,1035.499267578125,530.9557495117188
0,52,1051.0650634765625,486.1720275878906
0,53,1066.6483154296875,440.501953125
0,54,990.0052490234375,787.107421875
0,55,1003.0787353515625,752.3240966796875
0,56,1017.2085571289062,715.1808471679688
0,57,1031.727294921875,676.0936279296875
0,58,1046.827880859375,635.401123046875
0,59,1062.0394287109375,593.287109375
0,60,1078.1549072265625,549.4047241210938
0,61,1094.5477294921875,504.2558898925781
0,62,1111.085693359375,458.1444091796875
1,0,800.7763671875,774.7919311523438
1,1,831.412353515625,768.2392578125
1,2,863.729248046875,761.3741455078125
1,3,896.1494750976562,754.2803955078125
1,4,929.607421875,747.162109375
1,5,963.3573608398438,739.5463256835938
1,6,997.543701171875,732.2025146484375
1,7,1032.3304443359375,724.770751953125
1,8,1067.2373046875,717.131591796875
1,9,795.1860961914062,796.5872192382812
1,10,827.2284545898438,789.8582763671875
1,11,860.385986328125,783.6648559570312
1,12,894.0179443359375,776.763916015625
