base_x,base_y,base_z,base_error,base_ncams,base_score,thumb_CMC_x,thumb_CMC_y,thumb_CMC_z,thumb_CMC_error,thumb_CMC_ncams,thumb_CMC_score,thumb_MCP_x,thumb_MCP_y,thumb_MCP_z,thumb_MCP_error,thumb_MCP_ncams,thumb_MCP_score,thumb_DIP_x,thumb_DIP_y,thumb_DIP_z,thumb_DIP_error,thumb_DIP_ncams,thumb_DIP_score,thumb_tip_x,thumb_tip_y,thumb_tip_z,thumb_tip_error,thumb_tip_ncams,thumb_tip_score,index_MCP_x,index_MCP_y,index_MCP_z,index_MCP_error,index_MCP_ncams,index_MCP_score,index_PIP_x,index_PIP_y,index_PIP_z,index_PIP_error,index_PIP_ncams,index_PIP_score,index_DIP_x,index_DIP_y,index_DIP_z,index_DIP_error,index_DIP_ncams,index_DIP_score,index_tip_x,index_tip_y,index_tip_z,index_tip_error,index_tip_ncams,index_tip_score,middle_MCP_x,middle_MCP_y,middle_MCP_z,middle_MCP_error,middle_MCP_ncams,middle_MCP_score,middle_PIP_x,middle_PIP_y,middle_PIP_z,middle_PIP_error,middle_PIP_ncams,middle_PIP_score,middle_DIP_x,middle_DIP_y,middle_DIP_z,middle_DIP_error,middle_DIP_ncams,middle_DIP_score,middle_tip_x,middle_tip_y,middle_tip_z,middle_tip_error,middle_tip_ncams,middle_tip_score,ring_MCP_x,ring_MCP_y,ring_MCP_z,ring_MCP_error,ring_MCP_ncams,ring_MCP_score,ring_PIP_x,ring_PIP_y,ring_PIP_z,ring_PIP_error,ring_PIP_ncams,ring_PIP_score,ring_DIP_x,ring_DIP_y,ring_DIP_z,ring_DIP_error,ring_DIP_ncams,ring_DIP_score,ring_tip_x,ring_tip_y,ring_tip_z,ring_tip_error,ring_tip_ncams,ring_tip_score,pinky_MCP_x,pinky_MCP_y,pinky_MCP_z,pinky_MCP_error,pinky_MCP_ncams,pinky_MCP_score,pinky_PIP_x,pinky_PIP_y,pinky_PIP_z,pinky_PIP_error,pinky_PIP_ncams,pinky_PIP_score,pinky_DIP_x,pinky_DIP_y,pinky_DIP_z,pinky_DIP_error,pinky_DIP_ncams,pinky_DIP_score,pinky_tip_x,pinky_tip_y,pinky_tip_z,pinky_tip_error,pinky_tip_ncams,pinky_tip_score,M_00,M_01,M_02,M_10,M_11,M_12,M_20,M_21,M_22,center_0,center_1,center_2,fnum
-0.14786505260793342,-0.0580147715255487,0.48044097338216674,4.13344382948629,3.0,1.0,-0.13052449674801525,-0.0523292552749991,0.4511678422988822,3.7138650243385865,3.0,1.0,-0.11790156778482809,-0.0431921634230608,0.4297927782501062,0.9061285424382882,3.0,1.0,-0.10608807857031588,-0.030243720694278664,0.41214246572804203,5.819843100542258,3.0,1.0,-0.09574946053975299,-0.015730783527812923,0.38445674989245093,11.529286079656886,3.0,1.0,-0.07292948955912702,-0.041436101939907294,0.4513627947916899,4.769444944838712,3.0,1.0,-0.043662021634840405,-0.034035810330167414,0.446000580773991,5.528055229398361,3.0,1.0,-0.024157852192527304,-0.03270002854533945,0.4396873339217034,5.8137975223344,3.0,1.0,-0.0011082752536181386,-0.028897376335244897,0.4347391993014095,7.955929741464281,3.0,1.0,-0.06284893544550563,-0.051340408938462166,0.4668973013484874,1.3940041318820764,3.0,1.0,-0.03362562839252154,-0.05038788482241256,0.4660891187065976,2.480218768250216,3.0,1.0,-0.011717298613229666,-0.053943771466807344,0.4679361555734403,3.1744866272873633,3.0,1.0,0.011592291316614546,-0.05418503226327408,0.46739682397044385,2.2665608601120772,3.0,1.0,-0.06863423606271381,-0.06872118790317264,0.4839847568000179,4.6105914636318515,3.0,1.0,-0.04223111423075106,-0.07014207241827243,0.485529821015574,5.421954253226835,3.0,1.0,-0.020335242106406904,-0.0757647154825894,0.48721468241019367,7.24309793003671,3.0,1.0,0.003194936307405304,-0.07726392372054228,0.4883168087898605,10.741746608647299,3.0,1.0,-0.07675124930433103,-0.08481900527830369,0.49241673183427015,5.208265865296113,3.0,1.0,-0.061829299257294086,-0.09501557109277936,0.4951113970970687,8.194864250118362,3.0,1.0,-0.049840126413705624,-0.10428486082372748,0.4964554863360842,13.444495819242647,3.0,1.0,-0.03543290940724069,-0.11071430929398646,0.4977228086767297,21.162835572506136,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-0.14585159291266836,-0.05961803357142712,0.478455607443278,3.366791628387881,3.0,1.0,-0.12843662611520384,-0.053243506408159724,0.4486573077868484,4.892763791606896,3.0,1.0,-0.11565220163469651,-0.04446720720078046,0.4268634869194966,1.6848096294884451,3.0,1.0,-0.10381930198323167,-0.03104525916099749,0.409323845142076,3.258249981106557,3.0,1.0,-0.09374001569015296,-0.016493724537692683,0.3805739224678795,8.74764046479726,3.0,1.0,-0.07068863718835221,-0.04273546797573051,0.44825049775362114,5.77300611885747,3.0,1.0,-0.04115355829250034,-0.035669097638923994,0.44252849453243925,6.732961882439125,3.0,1.0,-0.021660957889478204,-0.03441300440371744,0.4359140775715807,7.774694832308004,3.0,1.0,0.0015301016685273332,-0.030197351182604484,0.4314735619366998,10.14754550528066,3.0,1.0,-0.059522670292135205,-0.055275362187384186,0.4671863040259731,3.8480818201898153,3.0,1.0,-0.030276541434985836,-0.05529185731020917,0.467063458159389,4.744500404484861,3.0,1.0,-0.009973359994637334,-0.05829970113915159,0.4644616170399629,3.841829129813162,3.0,1.0,0.01311065662474437,-0.058719105998259406,0.46346439139300605,3.2233394856851025,3.0,1.0,-0.06648247565952052,-0.07044158179518012,0.481588782690597,4.255192374264425,3.0,1.0,-0.04006535248804884,-0.07189524825859829,0.4828807369769765,5.004352418994006,3.0,1.0,-0.01804578150480031,-0.07706970807326267,0.4846065956656151,7.104632929996954,3.0,1.0,0.005680684805436095,-0.07801467909394294,0.4863482378611988,11.04346381689856,3.0,1.0,-0.07478904782769626,-0.08670249903198154,0.49032033125183605,4.418495367059791,3.0,1.0,-0.05966413657986472,-0.09663367544581872,0.49270918947531117,7.259755801817051,3.0,1.0,-0.04732138072905673,-0.10559808858519902,0.49417231091648955,12.976825232714313,3.0,1.0,-0.03260486358957573,-0.11197999095915971,0.4957717633545859,21.320737370680295,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
-0.14472698672449474,-0.05603504663620397,0.4746578722303556,5.119089076293844,3.0,1.0,-0.12812434459432467,-0.05212552317055384,0.44926788569777054,4.9105111764499645,3.0,1.0,-0.11506489733697854,-0.043581091670942707,0.4274876118276691,1.8892885771560337,3.0,1.0,-0.10319064549756207,-0.030317619341894437,0.4099293255460664,3.19488869668262,3.0,1.0,-0.09309349321959845,-0.016019494576944814,0.38114724863537625,8.882759637015829,3.0,1.0,-0.07020246470057807,-0.040681833743707714,0.44892120507944616,5.829005416014881,3.0,1.0,-0.04081590521825357,-0.033300921802305,0.4436356772434907,6.819549296922401,3.0,1.0,-0.021258640624534003,-0.0323504875236737,0.4372559770628009,7.744871966655481,3.0,1.0,0.0019606160851800827,-0.028609295650766888,0.4328870923843972,10.12151315549409,3.0,1.0,-0.059276932110423834,-0.051346573930494466,0.4682695203382815,2.7389396311833702,3.0,1.0,-0.029806248156243643,-0.050877752434647164,0.46812210962917533,3.3532443678847574,3.0,1.0,-0.00914376938013608,-0.05392061150901338,0.4654433300309744,3.3353416085323015,3.0,1.0,0.014238806233762667,-0.054819741918861305,0.4643660103335226,2.7289926401046904,3.0,1.0,-0.06592061383165568,-0.06692249090542732,0.4829052859348284,4.383742182207023,3.0,1.0,-0.03921175524994285,-0.06834598240448683,0.4836484660821701,6.782025343026202,3.0,1.0,-0.01706149350452468,-0.0739046773233558,0.4845437974849608,9.367064526564713,3.0,1.0,0.0066386343602556725,-0.07542042094007109,0.4850535324575069,13.307743444040744,3.0,1.0,-0.07416206662564942,-0.0828045909732356,0.4919336754263249,4.708687637426437,3.0,1.0,-0.059187284630398046,-0.09261823131110732,0.49410172057195967,10.023287126020877,3.0,1.0,-0.047250883808996225,-0.1014307116964887,0.4950213712921782,15.595554984949658,3.0,1.0,-0.033151753320168835,-0.10766928007796417,0.49588852623168167,23.257458355968236,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
-0.1452533129838221,-0.05593157941582587,0.47729490843370875,4.932783320086503,3.0,1.0,-0.12718833644280628,-0.051354253084115765,0.4485345096502039,5.032444493947735,3.0,1.0,-0.11431644646064149,-0.043276189152894565,0.4267809066810565,2.0032753347536656,3.0,1.0,-0.10265893282695368,-0.030200118956084678,0.4091477700722732,3.8811266136902645,3.0,1.0,-0.09257957087909456,-0.016325148903126637,0.38070589790187886,9.681170521987069,3.0,1.0,-0.06946620607607304,-0.03968525252901562,0.4479536729761363,5.679531147026935,3.0,1.0,-0.039982562872445206,-0.03205232115079012,0.44231132130644535,6.206518257217707,3.0,1.0,-0.020360938258823815,-0.03102558423993914,0.43577290207054403,6.966743652416329,3.0,1.0,0.002952554283185618,-0.027355572028905758,0.4309746149477792,9.207226244211,3.0,1.0,-0.05858271135029254,-0.049532420705276616,0.4679102022446714,2.3623730605887103,3.0,1.0,-0.02893580130157429,-0.04928258642983927,0.4680595111642098,3.6716173846401468,3.0,1.0,-0.008287748527014178,-0.05260525163938226,0.46549896206515357,4.074426917717891,3.0,1.0,0.014984126574431435,-0.05375288543694055,0.46422051018926525,3.038833484785853,3.0,1.0,-0.06527633465035793,-0.06494574724714458,0.48200334193534217,5.239795570965012,3.0,1.0,-0.03863657852538672,-0.06625863717557667,0.48325262689796555,7.086741430960935,3.0,1.0,-0.016637523275970977,-0.07219386022298525,0.4845761677255798,9.284798288233086,3.0,1.0,0.006903134026884421,-0.07421689046871746,0.48520391715718403,13.844286793371191,3.0,1.0,-0.07345812178090798,-0.08051698413129192,0.4911213460865158,5.7480725395837355,3.0,1.0,-0.05860178331345784,-0.09094349962066893,0.4931104217648435,8.741635424183274,3.0,1.0,-0.04718070926010912,-0.10038441079722403,0.4940929491238949,12.959223132306187,3.0,1.0,-0.034695322576740614,-0.10665445369041594,0.4950831234289671,20.175219364301146,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
-0.14462473862533864,-0.056221269969903065,0.4764934485286567,3.884091638408235,3.0,1.0,-0.1265962334747817,-0.05161624890041063,0.4472324716940475,4.962901532553221,3.0,1.0,-0.11363216330696962,-0.043658366411630255,0.4253935664640189,2.370213838724354,3.0,1.0,-0.10198117178680753,-0.03092378703225995,0.40751000826794065,4.208381316168457,3.0,1.0,-0.09202020743190648,-0.017110627396827123,0.378998638546164,10.374449665780132,3.0,1.0,-0.06887575575400566,-0.04016802489636601,0.4469001796030974,5.095228788938161,3.0,1.0,-0.03940554582850611,-0.03288117731689986,0.440633651472457,5.609497412253458,3.0,1.0,-0.019736592772413793,-0.032172902928994225,0.4338965540483398,6.247150702034641,3.0,1.0,0.003472004256184734,-0.028792209796962877,0.4288587913353,8.722787794375948,3.0,1.0,-0.0579827496359331,-0.050478372599530634,0.46649843571836497,2.0437559236245484,3.0,1.0,-0.028403489646192468,-0.05066353468103675,0.4662260289812076,3.0444620647838527,3.0,1.0,-0.007895987894619571,-0.054026475813100445,0.46351335396503424,2.495608260455898,3.0,1.0,0.015350955256263947,-0.054905072283031195,0.4624285410910885,2.400880259557129,3.0,1.0,-0.06471732128995132,-0.06496143065050831,0.4810893948737882,4.78422847998245,3.0,1.0,-0.03821653269924813,-0.06671234903798501,0.48209615694833585,6.4583158481788585,3.0,1.0,-0.016456886365791904,-0.07314633352697199,0.48347214956853185,8.324276320005486,3.0,1.0,0.00695681188528069,-0.0755531559209819,0.4841504124820169,12.688524039088643,3.0,1.0,-0.07303616221884207,-0.08037834567158098,0.49027504612045375,5.882868189446992,3.0,1.0,-0.05832493267067883,-0.0912613471585718,0.491812956908332,8.358539687267998,3.0,1.0,-0.04705273768945434,-0.10148216157069707,0.4921967319333605,11.16116584376494,3.0,1.0,-0.03418320501053586,-0.10863986948968468,0.49294159103268664,17.84487523064205,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4
-0.14595683149442706,-0.05520444634449241,0.4743180356624448,3.8487584708711786,3.0,1.0,-0.12818607575562463,-0.050016798641039896,0.4455967249689759,4.650689077640229,3.0,1.0,-0.11531377952645268,-0.04228670404780723,0.4238093589937985,1.9035604782326032,3.0,1.0,-0.10363479502286378,-0.03008200215877544,0.4055656863490516,4.816412328644568,3.0,1.0,-0.0936117557549794,-0.016737502677931934,0.37742415481560276,10.53256673120742,3.0,1.0,-0.07031493374341322,-0.03940053329666277,0.44479320311045645,4.826367306408584,3.0,1.0,-0.04089552549182239,-0.03271272787304402,0.43842015826540415,5.471933045323207,3.0,1.0,-0.02142438762400238,-0.0321970124493401,0.4316455145617329,5.806578397280287,3.0,1.0,0.0016830808721644663,-0.028948693276961705,0.4262646338520443,7.931480555204317,3.0,1.0,-0.059042852166579805,-0.0509987056065918,0.46351442949435073,4.005428267156597,3.0,1.0,-0.029608279710513705,-0.051520750765104345,0.463551319012293,5.125672317317942,3.0,1.0,-0.009268347451807147,-0.05499813697035584,0.4608121962219669,3.950255239810073,3.0,1.0,0.01352076809081206,-0.05592556577816428,0.45926608439650163,2.683900114860403,3.0,1.0,-0.06600439223675746,-0.06446706667163991,0.4789344975770864,4.956720508718306,3.0,1.0,-0.039285816580601776,-0.06610437418850199,0.480004196705933,7.143885123653011,3.0,1.0,-0.017341763374330462,-0.07233685882883341,0.4813757626730597,9.044068308933662,3.0,1.0,0.006302313379863091,-0.07438456500684269,0.48165625571514964,13.23411801553272,3.0,1.0,-0.07417095477046799,-0.07987665692666994,0.48820648117377236,5.941927929874623,3.0,1.0,-0.059688437200368365,-0.09082409106924516,0.4900035228616214,8.40750083560727,3.0,1.0,-0.04850339862993905,-0.10118514702855318,0.4905622822710775,11.331504278910941,3.0,1.0,-0.03540086802883972,-0.10837756071394461,0.4914956272671202,18.13460771155987,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5
-0.14702654902379267,-0.05470471415818193,0.4749699278161082,2.514288547162739,3.0,1.0,-0.1285415016992117,-0.04857129722343996,0.44441417031620944,5.934698244704194,3.0,1.0,-0.11545015491754976,-0.04107922373813134,0.422537957886032,2.85562203928378,3.0,1.0,-0.10390666172470707,-0.028727914267122658,0.4043626292459884,3.5576290699611355,3.0,1.0,-0.0945087974694356,-0.014834030494331678,0.37604050373363174,9.83308150122996,3.0,1.0,-0.07075065670162962,-0.03774298720728842,0.44330327276711173,5.969998833398107,3.0,1.0,-0.04135168746564658,-0.031127146228708033,0.43719801254221397,5.945251878225338,3.0,1.0,-0.02186083630025199,-0.03055998260614644,0.4305173711228649,6.001067993738677,3.0,1.0,0.0011514015111633979,-0.027323677516625962,0.4252873461623577,7.8242006094757555,3.0,1.0,-0.05976400047332142,-0.04671585904135425,0.46089384086098256,5.972447714576179,3.0,1.0,-0.030325038162507943,-0.046012561300689675,0.4603139322932159,7.401550596221132,3.0,1.0,-0.009603018330379725,-0.04888886665811575,0.45695405433112024,8.412861312571756,3.0,1.0,0.01325693528258498,-0.05755546984864444,0.4567194385562053,7.380297440654584,3.0,1.0,-0.06654002156352329,-0.06263980571398318,0.4771413652233831,6.591612148141858,3.0,1.0,-0.03989306757490672,-0.0643232740186471,0.4781567964728283,8.66486266286522,3.0,1.0,-0.017890354548604912,-0.0701929863464825,0.4798131668603387,10.566983537622725,3.0,1.0,0.005938342113099209,-0.07175168478479867,0.4806035286529436,14.782657569067846,3.0,1.0,-0.07482554130476483,-0.0779715464326869,0.48632800740898363,7.509156729322219,3.0,1.0,-0.06003385692583457,-0.08785961181125315,0.4881343933749799,11.702670185602337,3.0,1.0,-0.04849548674965654,-0.09720899501507836,0.48910527885475213,16.51576801553635,3.0,1.0,-0.03469689590897111,-0.10363306888450563,0.490354130300435,24.890575723229023,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6
-0.14686249145702432,-0.052730660077509005,0.4734235536748055,3.492884681082869,3.0,1.0,-0.12894030793443034,-0.047072383141530616,0.44384657975524194,5.967320848080367,3.0,1.0,-0.1159509380491015,-0.03966460007376648,0.42187826598311884,3.0472442873040912,3.0,1.0,-0.10433038728963323,-0.027455024127711693,0.4036632556986802,3.138029533102832,3.0,1.0,-0.09455470138131974,-0.01363629987227504,0.37540792504100523,8.94699287955777,3.0,1.0,-0.07129888237568183,-0.03624331586366212,0.4427325697749524,6.177438604363051,3.0,1.0,-0.04194652124881817,-0.029491227226014875,0.4365042787990762,6.225446162036608,3.0,1.0,-0.022500039223994434,-0.028945070348509724,0.42987523555769186,6.326890505791378,3.0,1.0,0.000492130086364685,-0.025713330456452667,0.42466221220837935,8.258877142839832,3.0,1.0,-0.06042819421871825,-0.04770227278456105,0.4625892329688252,3.112701270157771,3.0,1.0,-0.030987708456489498,-0.04807014242302002,0.46216236253829446,4.634991795704782,3.0,1.0,-0.010630811232194282,-0.05137720405465806,0.4592328547475003,3.669163608873293,3.0,1.0,0.012284035808388112,-0.05195740656878312,0.4576911845267967,1.6150062595209629,3.0,1.0,-0.06716779917300025,-0.0611198386646983,0.47673383536880026,6.569197207484035,3.0,1.0,-0.040740520589857374,-0.06322897974594634,0.4784167732108479,7.620393155902694,3.0,1.0,-0.018979030160729143,-0.06959582033488824,0.4809405435046396,8.803369073787156,3.0,1.0,0.004703648311463708,-0.0713322429673454,0.4827758013973243,13.050339962780697,3.0,1.0,-0.0754186461865435,-0.07645684606174336,0.48592540184165645,7.720456151396135,3.0,1.0,-0.060928664896762345,-0.08700649387025486,0.4877906773993286,10.708173903824465,3.0,1.0,-0.049700265630006145,-0.0969272744009446,0.48885268814853916,14.520393014880737,3.0,1.0,-0.03634844894435855,-0.10379061677745649,0.49030543035095053,22.716301737859766,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7
-0.14674509596556184,-0.05135290664912729,0.47305285544611053,5.051154191583847,3.0,1.0,-0.12926545228886585,-0.0457516717044562,0.44413708992976697,6.257854075558111,3.0,1.0,-0.11669802166453572,-0.03784793417897277,0.42240678156921385,2.838462976947372,3.0,1.0,-0.10529605469796893,-0.025706674286052937,0.4043563465560623,3.3602426008777546,3.0,1.0,-0.09544105043848353,-0.012347149709967791,0.3762763545786207,8.765475897150635,3.0,1.0,-0.07163784089074084,-0.035164155778844915,0.44286139893051873,6.308552281826432,3.0,1.0,-0.04233820990763694,-0.028607506901035036,0.43671069103217786,6.548399531703289,3.0,1.0,-0.023054853041394766,-0.028206972201146194,0.43014328729346946,6.622804404782474,3.0,1.0,-0.00021780974540494734,-0.02512407146179379,0.42484206012454245,8.34182496140963,3.0,1.0,-0.06055629863587989,-0.04563052532346152,0.4628445539107396,2.642305967975669,3.0,1.0,-0.03111624117838797,-0.04553634118305397,0.4624731954143631,3.4299792096953916,3.0,1.0,-0.010807212486002483,-0.04899628106299945,0.4592378605351229,3.303607323252533,3.0,1.0,0.012170950425044805,-0.05014228517075262,0.45702976654077954,1.5394052477158358,3.0,1.0,-0.06689542556031378,-0.060358149195397164,0.47685966004355734,6.681595229455638,3.0,1.0,-0.04050018031553492,-0.062422116639214105,0.478054129680094,8.401497367666899,3.0,1.0,-0.018860706562970887,-0.06876504007857707,0.4801752286929914,9.627554244194515,3.0,1.0,0.004649476921649368,-0.07051456879324879,0.4814014076327208,13.609025584874283,3.0,1.0,-0.07494707156677535,-0.0758710018461285,0.4862269499035836,7.418609475581263,3.0,1.0,-0.06037185692445364,-0.08614119373244988,0.4880666691968662,12.20440912062516,3.0,1.0,-0.04908164238539574,-0.09573766737055403,0.488969050008791,17.018047337135467,3.0,1.0,-0.035468149076251364,-0.10209503491366313,0.49008837532791466,25.67483391482477,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8
-0.14614483039475692,-0.047684479596097604,0.47158577039017474,5.157860477449016,3.0,1.0,-0.13019449322824,-0.045745060075736414,0.44363356367329343,4.957140037237976,3.0,1.0,-0.11743658270315957,-0.03793519839857791,0.42182287658324447,1.6489387743368056,3.0,1.0,-0.10576976090109685,-0.02577639823121509,0.4036782540970999,4.6529822110604355,3.0,1.0,-0.09582274510073331,-0.012475511514267712,0.3753954622181537,9.856555926690646,3.0,1.0,-0.07260837437709035,-0.03477732212917243,0.4425503924998908,5.455543430791568,3.0,1.0,-0.04351717976756335,-0.028288643701092187,0.436171180996642,5.998532688647795,3.0,1.0,-0.024319860854456206,-0.027731599743962443,0.42940463042559385,6.258932764402975,3.0,1.0,-0.001510060940145331,-0.024198515692162643,0.4240413899160694,8.271941306836364,3.0,1.0,-0.06151229271023932,-0.04490072698614934,0.4621689638555819,2.408715136158884,3.0,1.0,-0.032043158022755064,-0.0448610529161392,0.46205783345869256,3.463768360496424,3.0,1.0,-0.011685309699257115,-0.04821454500483824,0.45914973274787274,2.7738878141812298,3.0,1.0,0.011210747239935,-0.049115574722110644,0.45747444347176724,1.5994633263633584,3.0,1.0,-0.06827850497458679,-0.06029681579969575,0.4761842447877542,4.987684886098023,3.0,1.0,-0.04171903318232447,-0.06239157488348421,0.4775436333746107,6.261934274847367,3.0,1.0,-0.019837710615194754,-0.06866064492819585,0.4796681856246479,7.631386434453251,3.0,1.0,0.003841185183683277,-0.07029338198479916,0.48107055262555753,11.849161713662967,3.0,1.0,-0.07640788717798819,-0.07595033216532385,0.48526908690090187,5.834751736285587,3.0,1.0,-0.06171494566685847,-0.08685284470606053,0.4869284190547326,9.82660015399127,3.0,1.0,-0.049833459793474824,-0.09701677056334174,0.4877814505914588,14.71282893680351,3.0,1.0,-0.035008758934616406,-0.10411732225053541,0.489057041241787,23.503631825903668,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9
