frame_idx,retval,rvec_x,rvec_y,rvec_z,tvec_x,tvec_y,tvec_z,p_error
47,True,-1.4046831198122438,-0.11178430977290958,-0.18101117261563093,-0.02326255589856589,0.11255765377661647,0.5275755962118923,0.6535115242004395
48,True,-1.394705701381545,-0.087503826708593,-0.18301208850266681,-0.0200571833011663,0.11438331764289968,0.5318080749035298,0.5638285875320435
49,True,-1.3957474018624378,-0.056051966463474746,-0.18634167761741438,-0.01702839334427209,0.11845131642359293,0.5366311449096612,0.4840978682041168
50,True,-1.3772299085934243,-0.054438072394109256,-0.19212566573538797,-0.01785427687388974,0.1168043377719963,0.535616177745513,0.7585684061050415
51,True,-1.3817633178594309,-0.02968581156211534,-0.19097385838021302,-0.016344349677221627,0.11919684975466885,0.5387653656689663,0.5186495780944824
52,True,-1.3869395457864866,-0.004507979306319757,-0.2000335571570441,-0.0168691466947207,0.12283885387282084,0.5425160718637962,0.5032825469970703
53,True,-1.389575312684477,0.005909617255876829,-0.21067389094026492,-0.018412619321708002,0.12481020600844785,0.5427650083372244,0.46562859416007996
71,True,-1.3119764713218052,0.0914663750111818,-0.1274138992998608,-0.013094050611793926,0.09288949744889936,0.555898124700478,0.2641015946865082
73,True,-1.268326172841452,0.04542020709800142,-0.07826408756711488,-0.017470238213078762,0.070591555948774,0.546658538557879,0.27414485812187195
74,True,-1.2533763607341937,0.028725070829946745,-0.06598497922710753,-0.021711982939174965,0.0625927298966636,0.540197511659248,0.42869219183921814
75,True,-1.2463219343088177,0.01921975018054656,-0.07202947334142008,-0.027925514797995543,0.05854833231813439,0.5329561896426002,0.3499148488044739
76,True,-1.2553579523301173,0.011872956480676478,-0.07860455429333951,-0.03401694499021437,0.057500385231708355,0.5271486076162054,0.436160147190094
77,True,-1.2635822712854448,0.008607526586464118,-0.08619143582772697,-0.039531888263247925,0.057121575682926626,0.522136015156417,0.43287941813468933
78,True,-1.2697432219530174,0.012518691171743515,-0.09297850863646663,-0.04455914924398887,0.05579759641951204,0.5182150078106442,0.44996213912963867
80,True,-1.2685567992773668,0.017702680223936906,-0.09797225964302174,-0.04740834659629617,0.053750558172284996,0.5157256699341805,0.4404388666152954
81,True,-1.2665880860550642,0.02215963879472777,-0.10266862240356812,-0.049956412516492944,0.05151780887753936,0.5140028913155429,0.46961671113967896
83,True,-1.2515049876988882,0.04342429384297256,-0.12764281413497544,-0.05598752228307,0.047774283740471844,0.5098982635975314,0.48411932587623596
84,True,-1.249108641949592,0.054797072461478906,-0.1412940779297192,-0.05827721599018932,0.04804235461802613,0.508801824836406,0.40427282452583313
85,True,-1.2565494550727938,0.06780149413970063,-0.15680666357688386,-0.060564179566870914,0.050372077380407554,0.5083475094090754,0.48632678389549255
86,True,-1.2723246109688493,0.08325617841060286,-0.17820380055706536,-0.06289225411226476,0.05472989488056135,0.5091220698114631,0.4748685359954834
87,True,-1.2934682077146276,0.09672728426755058,-0.1946421396473388,-0.0648461214164674,0.05865551052695304,0.5106897765032152,0.4371395707130432
240,True,0.9286662668022149,1.3908349451548043,-2.0284813739125225,0.11978847343082964,-0.10746875688539748,0.6016689571728621,1.0271731615066528
241,True,0.8766487123581708,1.3481943407841603,-2.051490397511564,0.1227435435622635,-0.09826621195866254,0.6000307209631723,0.8723448514938354
242,True,0.8539381820174821,1.3376235163503523,-2.0638001553221184,0.12518933870130838,-0.0964024142363819,0.6007445343977649,0.8339402079582214
