frame,n_cams_used,mean_spacing_err_mm,max_spacing_err_mm
3,2,0.0661145083068398,0.34563705968768815
4,2,0.07732690446946054,0.3309965810711808
5,2,0.08170399884608043,0.3709235135707263
6,2,0.07295835764246335,0.3596351055419229
7,2,0.08126071082830952,0.3553641022889936
8,2,0.08221584262019156,0.37536071348552924
9,2,0.08497768278162,0.3059314159309968
10,2,0.06994722013098728,0.2199489417176112
11,2,0.07960660402160843,0.2876576321894607
12,2,0.08007772340274624,0.38917568137991976
14,2,0.08104658912603496,0.28477024400093764
15,2,0.07542204830325319,0.2567430936592958
16,2,0.08420877288885278,0.24134224515367023
17,2,0.09452549467327279,0.4285341982025077
18,2,0.09581384267103707,0.3327162964818775
19,2,0.08825449400450501,0.29695910058267705
20,2,0.09709999724949904,0.367223440845936
21,2,0.09725439682203811,0.45078964273532685
23,2,0.12332374374825827,0.6922336204579389
25,2,0.10972845941964482,0.5662840197973793
26,2,0.13277310488371116,0.41727956116996767
27,2,0.11884640245791551,0.6206469764468043
28,2,0.1109393640073601,0.4487430129337458
29,2,0.1706774292465755,0.830256321626574
30,2,0.16924736000107818,0.6887940360318714
31,2,0.1838938260070016,0.5551025191671382
32,2,0.1538295806062064,0.4743096503065959
33,2,0.15705968123859246,0.4433065466273589
34,2,0.17203023176886506,0.6152117036537542
36,2,0.1420895618249176,0.45675318277875465
37,2,0.17959769671462242,0.9697921253105785
38,2,0.19002140416768043,0.6367998240497663
39,2,0.12617165438349598,0.4096773952964351
40,2,0.1376241035161736,0.5286300236506808
41,2,0.10591669002922514,0.39837858658205505
42,2,0.12893836870842626,0.5040555641022543
43,2,0.11260848304000695,0.5519389492955538
44,2,0.1314083748863219,0.6687091430876251
45,3,0.13534755036336663,0.7014014779918621
47,3,0.13965449427323698,0.5994098058461038
48,3,0.12446625061546981,0.7613389809246092
49,3,0.12694354349540987,0.6435822760640468
50,3,0.11597072178392416,0.5996054572901186
51,3,0.11595259404023567,0.6488587109665169
52,3,0.118656714561541,0.7546918146355587
53,3,0.1293629128506611,0.7129926797855152
54,2,0.07690668966826907,0.2431358083126202
55,2,0.07442319493057656,0.30762194098773316
56,2,0.0728760212963825,0.3358841204023667
58,2,0.08483302796099734,0.2515438803633273
59,2,0.06838229208100247,0.20355255503466327
60,2,0.056887159468633555,0.18609693504021904
61,2,0.0429670510639445,0.12992353575926735
62,2,0.06473073467050289,0.19095533618266464
63,2,0.0608689044209176,0.20096222161317817
64,2,0.06033926407776816,0.20944862728066935
65,2,0.07175557955966143,0.30927617751919795
66,2,0.07675188957482187,0.2535499746431566
67,2,0.06381585803664933,0.22691492252862114
69,3,0.08993012881925075,0.5252670992056396
70,2,0.10165403203042195,0.32334022012359476
71,3,0.12808336246479646,0.5880854944767776
72,2,0.1377867702323073,0.4230489432579393
73,3,0.1981024853909602,1.1328693288987188
74,3,0.21793933313683475,1.2548461013838288
75,3,0.21991200676115724,1.3994984259378604
76,3,0.18016977265698916,0.5553055766129646
77,3,0.2207262405701803,0.9000942006915924
78,3,0.19028919418986345,0.6792772023537161
80,3,0.18048756533053817,0.7175664977315012
81,3,0.22797418662140304,0.7307184145780194
82,2,0.23861175535890944,0.49630556790900004
83,3,0.19167141612690117,0.5741150632794025
84,3,0.19323305985309733,0.716963416621301
85,3,0.17326847827997116,0.5797865431411385
86,3,0.1608508928989528,0.49684300946390914
87,3,0.14158778774689462,0.4478102328114575
88,2,0.14635776732612452,0.40592430459478535
89,2,0.14486116963990314,0.6244228936837446
91,2,0.13921940128570048,0.4973874765307196
92,2,0.14941887193443157,0.4713825061048241
93,2,0.14825181726903602,0.5182887479719366
94,2,0.16428368631427046,0.6966854491207326
95,2,0.1575796766296086,0.4617734083510461
96,2,0.1704398072421198,0.5545525348409457
97,2,0.13424013764501505,0.4624462448224592
98,2,0.13389782039735976,0.555740551267267
99,2,0.1330796836612051,0.5252840122005574
100,2,0.11977979359832719,0.45470318145199307
102,2,0.12457549925666368,0.479707600823543
103,2,0.1233808252081694,0.37821761724354114
104,2,0.13033894819092892,0.43744059285803427
105,2,0.15867622406375423,0.45820027357064763
106,2,0.15617604700154986,0.47682024966074277
107,2,0.20743940292670401,0.6604122587953107
108,2,0.16390002863412617,0.5056444261305783
109,2,0.180350823982909,0.45855424782489596
110,2,0.15764948391422204,0.3881280484372071
111,2,0.21486155484949843,0.4560723886900854
121,2,0.24353919353173548,0.714393624209591
122,2,0.2229179966724656,0.5203301674440546
123,2,0.3023432280523829,0.691764697331565
125,2,0.19221909076360033,0.7008845561777728
126,2,0.2302996364070769,1.6123295630016825
127,2,0.1902733731808226,0.7141919589739275
128,2,0.2617906867343971,1.2992333913380838
129,2,0.27289262874527154,0.9432601188453204
130,2,0.2616695736369814,1.3105652715047906
131,2,0.2345409086790231,0.6757641644749395
132,2,0.21961946363106188,0.8085081161779556
133,2,0.22843342585328702,0.901425653294402
134,2,0.2254446563310669,0.7777943891847349
136,2,0.26041395911905574,0.7758268844366041
137,2,0.2518623391614872,0.6088286591932057
138,2,0.2300818178635919,0.5399027959636649
139,2,0.28353748647593296,0.7208602087467806
140,2,0.1628070388473364,0.2662269654709129
141,2,0.2288637758929426,0.5495993089766789
142,2,0.2883261648415389,0.6084995100408309
143,2,0.2865248427262725,0.570316949257653
144,2,0.22836273886649797,0.5893024132635551
145,2,0.19136116632528005,0.43185222749026264
147,2,0.23534748837753383,0.712744568444515
148,2,0.21160221396968137,0.6735199011610703
149,2,0.24971554006842478,1.221378606015497
150,2,0.20698243584729936,0.7477795453556917
151,2,0.21207492265663122,0.5442340107028043
152,2,0.21616315290051144,0.6245639875427436
153,2,0.22405768190470604,0.5877459252579854
154,2,0.24262378404997875,0.9918478135014092
155,2,0.2508190376712327,0.6064728165607811
156,2,0.25159305643239566,1.3359027539657544
158,2,0.20758266328981365,1.200402762872626
159,2,0.21204825574868844,0.7299184269962712
160,2,0.17310739289685437,0.5342095937581476
162,2,0.20581780901071264,1.005802302320037
163,2,0.16945942798195915,0.7182919131473071
164,2,0.16606226255015877,0.6868733329331231
165,2,0.15737432902220963,0.6306041084458563
166,2,0.17110861877909683,0.4884225076073265
167,2,0.14536010377288158,0.500032290896707
169,2,0.1618879095504359,0.6456931185061764
170,2,0.14779639603601202,0.6460755057617131
171,2,0.1524307861364325,0.8271501969016708
172,2,0.15685757771607622,0.5903695954040735
173,2,0.16303981461172154,0.6725978586586898
174,2,0.15893441404098074,0.6920036994206534
175,2,0.13905411488487235,0.4770255638257177
176,2,0.15655504984818897,0.6790394202291321
177,2,0.19371463134854908,0.545497444764613
178,2,0.2300331579721995,1.0221954177311519
180,2,0.1642484542638569,0.48147673024164994
181,2,0.19113646066467915,0.701088959681382
182,2,0.1674656169413339,0.735144476403625
183,2,0.17853941403954768,0.5830227980132934
184,2,0.20882121864383268,0.6398868496688901
185,2,0.2231906298330538,1.436498424451385
186,2,0.2849031514240751,2.4960065089433234
187,2,0.23991779039510636,1.2191686756239557
188,2,0.2838531108657131,1.6961098902918241
189,2,0.2730430352310715,0.8310770396293965
191,2,0.27383622029934274,0.9255918116770414
192,3,0.2643036147459212,1.1059311625084314
193,3,0.2949763299916819,1.4875611149695496
212,2,0.05335362632902367,0.11138917457315448
224,2,0.05867132986222831,0.1587985398522583
235,2,0.0644821288391144,0.1690743438227775
240,2,0.21745846670025246,0.6655357182572437
241,2,0.1842959103383979,0.6290221285747237
242,2,0.18524099263562402,0.4517075844376155
243,2,0.1830766029461403,0.43874675174108635
244,2,0.15886584015473806,0.42054930368137095
245,2,0.20698118908244476,0.5341218142093235
246,2,0.05521629172238696,0.25948331149656945
247,2,0.2083135725845542,0.5337577729143672
248,2,0.17493260077973932,0.41968691112819967
249,2,0.1781499677804022,0.43942837321908623
250,2,0.17328656331727874,0.5359036134342972
251,2,0.1746558863671665,0.38337238046391026
252,2,0.17953615731102993,0.4791615925870858
253,2,0.17679542101358,0.39266121588339004
254,2,0.16602251130139606,0.41666081096618235
255,2,0.1734873349773331,0.49301883028946003
256,2,0.16825075915304977,0.4383556656832599
257,2,0.06958175461807246,0.24335499156837026
258,2,0.18603012005492273,0.5063076456513077
259,2,0.206176166666043,0.48600554816454966
260,2,0.1905268549724799,0.4525793034540343
261,2,0.1755994715881538,0.4723917560177024
262,2,0.17894251812552275,0.5211694608597273
263,2,0.17801569472110892,0.4871500657673521
264,2,0.18338359579519573,0.5090960856313047
265,2,0.1773739244506838,0.5949929081565074
266,2,0.17492148654055759,0.9902717581874998
267,2,0.17680119092125998,0.5605322318557524
268,2,0.055067346210925495,0.21366561105734191
269,2,0.19662728916459296,0.7153861162593929
270,2,0.161659075760355,0.5784405392053709
271,2,0.17040526999467712,0.4975445872511357
272,2,0.17206391267171978,0.6375908945293364
273,2,0.1619277358874884,0.405979112979838
274,2,0.16650601307327095,0.6410585221931289
275,2,0.17174967171435815,0.7605782315534791
276,2,0.164116130169096,0.5211894169361402
277,2,0.15874872816005647,0.5212458836374584
278,2,0.16689599462224736,0.5155911051230345
279,2,0.05173349855880238,0.2109431524437537
280,2,0.1700849856331278,0.6032471661668836
281,2,0.16189845244318557,0.5088363330518902
282,2,0.16364248997136777,0.5389791428473366
283,2,0.16951571358063536,0.5208990882310943
284,2,0.21862545602926822,1.024068816660846
285,2,0.19470664645145724,0.7922865731035851
286,2,0.18036281447228852,0.8682624665256149
290,2,0.06261979004019957,0.20452662318446238
301,2,0.06012982629996511,0.21070061991925598
311,2,0.17803243612606842,0.37607119821648005
312,2,0.07363025825296596,0.29471389218545596
313,2,0.15951653218629522,0.43698065068490877
314,2,0.17725827498000776,0.4893429913784587
315,2,0.17681351392412192,0.512213410945369
316,2,0.1776149115225508,0.4466246885972657
317,2,0.17478713325918357,0.45791043011794014
318,2,0.21920068394810518,0.5070268397856514
319,2,0.20800331321174265,0.47881764047654274
320,2,0.18135175118939234,0.5815005258855075
321,2,0.18505769808747013,0.46671255791692207
322,2,0.19292963553622175,0.5118246353905016
323,2,0.07633574126038328,0.29502308387796206
324,2,0.1826517589585423,0.4851100727842096
325,2,0.18996474483030895,0.5283251180075375
326,2,0.18077389208143319,0.616436733911558
327,2,0.19458452781633634,0.5614832599374932
328,2,0.18275015290038638,0.5064169506496207
329,2,0.18385506162389176,0.5896182462401707
330,2,0.20865838759915387,0.8294940945017121
