frame,source_cam,target_cam,mean_px_err,n_corners
24,0,1,1.9854046237867897,25
25,0,1,1.561088672970997,37
26,0,1,1.708417252993362,41
29,0,1,12.299313832483387,49
0,1,0,0.4730723115550992,1
3,1,0,0.5083524876310745,1
13,1,0,0.5124113161996329,2
15,1,0,0.716135112687006,1
19,1,0,1.874434237099247,2
21,1,0,0.9973337132923182,1
24,1,0,0.837483660579669,13
25,1,0,0.7192488492314432,20
26,1,0,0.747042012503407,20
27,1,0,0.9085210458095775,4
28,1,0,0.8941206523807159,8
29,1,0,9.931706007182386,24
