frame,source_cam,target_cam,mean_px_err,n_corners
2,0,1,1.5945104221849253,29
6,0,1,4.240854699110592,63
7,0,1,0.8179169750413984,63
8,0,1,0.9108901942899768,54
9,0,1,7.782360384645276,51
16,0,1,2.2686662109558715,14
18,0,1,1.7245063429854341,29
19,0,1,1.6843260635324675,38
20,0,1,1.534429108152944,53
21,0,1,1.2356204008182563,61
22,0,1,1.384906623919964,59
23,0,1,1.3206576667592393,59
25,0,1,1.2782007685721297,63
26,0,1,1.2067944056689053,63
27,0,1,1.1761003910732368,63
28,0,1,1.12222946802228,61
29,0,1,1.1124779029535228,63
30,0,1,1.3011695913679917,57
31,0,1,1.2521031316079114,48
32,0,1,1.6745889809161625,50
33,0,1,2.2088209404646797,38
34,0,1,1.9723734473046568,42
36,0,1,2.1904722384383706,48
37,0,1,3.273379764867642,45
38,0,1,2.8002434432215515,46
39,0,1,3.3419264304760112,48
40,0,1,3.7076145461963277,51
41,0,1,3.1141935700217642,58
42,0,1,3.389601995049059,58
43,0,1,3.312746527488466,60
44,0,1,4.525555487867989,58
45,0,1,3.7732873663007607,55
47,0,1,4.015347847201466,48
48,0,1,2.769517614984176,58
49,0,1,3.3061326643078477,53
50,0,1,2.850055723457659,46
51,0,1,3.7090762769721177,49
52,0,1,3.1851040582479877,42
53,0,1,3.5501822775729655,53
54,0,1,4.1407526650063,47
55,0,1,3.380250237693916,48
56,0,1,4.704473651481136,53
58,0,1,2.367047354537452,48
59,0,1,2.0847907344928966,51
60,0,1,2.030735387408182,48
61,0,1,2.238123045481014,45
62,0,1,2.202595203188302,38
63,0,1,2.2121256986232987,47
64,0,1,1.5214531393440147,44
65,0,1,4.585825715309264,42
66,0,1,1.7890389598737129,43
67,0,1,1.78434833810547,49
69,0,1,1.8202595876150423,51
70,0,1,1.9595262491219554,49
71,0,1,2.039644624382943,53
72,0,1,2.212104519633695,61
73,0,1,2.3075693690373575,53
74,0,1,2.425537199203411,34
75,0,1,2.684850591022322,36
76,0,1,2.8639986472059347,40
77,0,1,2.8994164094969266,46
78,0,1,3.026742251268199,42
80,0,1,3.087940582163403,42
81,0,1,3.1687659728654887,54
82,0,1,3.006516422059939,56
83,0,1,2.936336764597644,62
84,0,1,2.8315967663027166,63
85,0,1,2.8298859104490326,63
86,0,1,2.801130457756053,63
87,0,1,2.9367395934605036,63
88,0,1,2.860303452427553,63
89,0,1,2.813139454916011,63
91,0,1,2.808787850442094,61
92,0,1,2.758716458672304,57
93,0,1,4.342706062174326,59
