frame,source_cam,target_cam,mean_px_err,n_corners
0,0,1,2.8367692028118197,10
1,0,1,4.730080470904054,24
2,0,1,0.7742022778502373,54
4,0,1,3.115900307001605,52
5,0,1,3.1226242070135237,55
6,0,1,3.1136195108405413,51
7,0,1,3.2424564104975384,47
8,0,1,3.008157298908738,54
9,0,1,3.4331624014331927,51
10,0,1,3.79770182757828,58
11,0,1,4.038341575025642,55
12,0,1,3.155719018323197,54
13,0,1,3.1926216376160728,60
15,0,1,2.9439559723495567,62
16,0,1,3.6985982983925387,53
17,0,1,3.6531181222192277,57
18,0,1,3.458974001726579,58
19,0,1,3.3914337595080037,58
20,0,1,3.5572862772760776,50
21,0,1,3.396829513210638,51
22,0,1,3.404212618283176,60
23,0,1,3.542725560476521,53
24,0,1,3.4743852925131042,58
26,0,1,3.2200404584879254,51
27,0,1,3.9658400766651645,53
28,0,1,3.4122035426395882,46
29,0,1,3.3844980152003123,45
30,0,1,3.69035988581281,45
31,0,1,3.1976681879974773,50
32,0,1,3.3769211718526546,47
33,0,1,3.618203052998964,50
34,0,1,3.52045390757516,46
35,0,1,3.4989108240932607,51
37,0,1,3.6915156499270823,39
38,0,1,3.92229885277682,37
39,0,1,3.3982920634228533,40
40,0,1,3.0208563774099026,40
41,0,1,2.5878324190603603,29
42,0,1,2.2657191357403876,30
43,0,1,2.3461962929734383,27
45,0,1,2.1102603261016672,24
46,0,1,2.316894861790806,29
48,0,1,2.3557110805077444,27
49,0,1,2.4632310055733537,27
50,0,1,2.5298732870818306,27
51,0,1,2.649042540297018,23
52,0,1,2.7090843308418266,30
53,0,1,2.828270007667782,30
54,0,1,2.448336379956481,31
55,0,1,2.6177888985818454,37
56,0,1,2.4687940958047228,35
57,0,1,2.2839059562816693,36
59,0,1,2.071976842537491,41
60,0,1,1.8413002158371525,46
61,0,1,1.8582961990878326,43
62,0,1,1.6731924109747078,45
63,0,1,1.6274780436742389,46
64,0,1,1.514792317465731,52
65,0,1,1.4323176014018058,50
66,0,1,3.990140168534948,51
67,0,1,1.0395487862020192,56
68,0,1,1.0042125552336187,61
70,0,1,1.1868323531697162,63
71,0,1,1.221583098167854,63
72,0,1,1.2271996773727987,63
73,0,1,1.1451732608523513,63
74,0,1,1.4703487082881612,63
75,0,1,1.9975771983629764,63
76,0,1,1.9232186022856825,63
77,0,1,2.221108837277283,63
78,0,1,2.453690037056083,63
79,0,1,2.4590639858949905,63
81,0,1,3.27779460941538,63
82,0,1,2.5632458878735993,63
83,0,1,2.6960784832451554,63
84,0,1,2.427412954537942,63
85,0,1,2.39731951379103,63
86,0,1,2.620690616963559,63
87,0,1,3.1089880901023905,63
113,0,1,3.9281159068613727,56
224,0,1,1.4921353109876248,52
263,0,1,1.657969774560845,56
274,0,1,1.4887738139722775,52
285,0,1,1.4942121339421615,55
296,0,1,2.039440019585346,61
307,0,1,1.6648906259655112,52
318,0,1,1.55461607031813,63
329,0,1,1.356112543891546,63
333,0,1,2.1246913873316338,63
334,0,1,1.6260446721978903,63
335,0,1,2.8564043376630015,63
336,0,1,1.2214159994440166,61
337,0,1,1.621816308325928,63
338,0,1,2.178492923513544,63
339,0,1,1.4252724398477912,63
340,0,1,2.6046021988126116,22
341,0,1,1.2866355157697105,63
342,0,1,1.3857806094797605,63
343,0,1,1.374056686710632,63
344,0,1,1.3330416871102992,63
345,0,1,1.3931325641902748,63
346,0,1,1.3445684600939223,63
347,0,1,1.5978365045522527,63
348,0,1,1.1524100347091881,63
349,0,1,1.3069362638061521,63
350,0,1,1.0973990540344158,63
351,0,1,1.4280049178889056,63
352,0,1,1.395403728354224,63
353,0,1,1.2508183064717524,63
354,0,1,1.167683117999125,63
355,0,1,1.2194224542109684,63
356,0,1,1.0711843327109842,63
357,0,1,1.1227508521572342,63
358,0,1,1.1138694357915426,63
359,0,1,1.0092245767342485,63
360,0,1,1.2031420232373224,63
361,0,1,1.120859739461099,63
362,0,1,1.07640127425523,63
363,0,1,1.4829089344391817,63
364,0,1,0.9344717895089304,63
365,0,1,1.1029050591868463,63
366,0,1,2.3096852739412275,63
367,0,1,3.946833663526397,63
368,0,1,2.8239255559154097,63
369,0,1,8.945531898056334,63
370,0,1,3.3431624342515116,63
371,0,1,3.080134007546931,63
372,0,1,2.4988956981877846,63
373,0,1,1.4602302499801976,63
374,0,1,1.290064621186614,63
375,0,1,1.4478885212120791,63
376,0,1,2.601055439229405,63
377,0,1,1.4633966981906867,63
378,0,1,1.4410692963874732,63
379,0,1,1.5719835726556644,63
380,0,1,1.1595842468118855,63
381,0,1,1.3553831542005632,63
382,0,1,2.0245111529939117,61
383,0,1,1.4348570576791129,63
384,0,1,1.7393479520026758,63
385,0,1,1.6206674029304964,63
386,0,1,1.8045795588246663,63
387,0,1,1.5369633174512012,63
388,0,1,1.569789669502997,63
389,0,1,1.4000696911499655,63
