frame_idx,retval,rvec_x,rvec_y,rvec_z,tvec_x,tvec_y,tvec_z,p_error
3,True,-1.5471406626985182,1.1537442275110512,2.2714015768441858,-0.12700923543264211,0.2885079423135238,0.5141796823556406,0.38017553091049194
4,True,-1.5107392955190277,1.1156935038935683,2.1952112498884695,-0.12367294102194419,0.27671310589889153,0.5243018235361664,0.36167508363723755
5,True,-1.5014593590122338,1.0841927293693303,2.13842806552773,-0.12489737093480338,0.2688164905704532,0.5315252170708725,0.3450947105884552
6,True,-1.5182334473227508,1.0098522976757012,2.0136279949545846,-0.1357708298014443,0.255197920013601,0.5471010193837887,0.295942097902298
7,True,-1.5576571940317188,0.9502854547059835,1.9232135757040194,-0.14965884331761128,0.249963480986082,0.5587145323652362,0.22840993106365204
8,True,-1.6029967964320868,0.908386496105017,1.8427070344811498,-0.16245118627517782,0.250643503786848,0.5687696248175149,0.24653774499893188
9,True,-1.6414069241482239,0.8579886414167103,1.7579140280263437,-0.17586571666241238,0.24998877041750894,0.577475868278824,0.2721828818321228
10,True,-1.667666935644528,0.7970909060090832,1.686693372423441,-0.1871022356731154,0.24785550691541494,0.5848823464587923,0.2780122756958008
11,True,-1.6928325912148596,0.7070900815328498,1.5578939160674217,-0.20235601828046773,0.23882672058051063,0.5937040212272247,0.21730543673038483
12,True,-1.6915751436571758,0.6311937955955516,1.5061671768525644,-0.20989123186140551,0.2270780894082802,0.5967571459409963,0.2784211039543152
14,True,-1.6645612281012157,0.5367816464503287,1.4831169799699162,-0.21360068482787048,0.20918713265452274,0.5990448375115177,0.23666749894618988
15,True,-1.5960684527611941,0.40831512246887386,1.4797428873970586,-0.21263130017773055,0.18012708483762038,0.5985354380684951,0.2191004753112793
16,True,-1.5448705811239816,0.33953454375401,1.4755511548768507,-0.21139277627249128,0.16100156236406968,0.5963015438200228,0.25100576877593994
17,True,-1.520655085098008,0.30487735310656,1.4623416503987583,-0.2127047587531361,0.14909578641396326,0.5955757324436163,0.25122326612472534
18,True,-1.5230761525140755,0.2926056346854934,1.4430514071654097,-0.21628851180015204,0.14519020919596115,0.5964191969098236,0.28145861625671387
19,True,-1.5329552978486198,0.29218590062770977,1.428794132425262,-0.21917821567715767,0.1459391970614442,0.5976199856494575,0.2691974341869354
20,True,-1.5509195285203468,0.30104399114241104,1.4085915674768592,-0.22242156157673398,0.1497416869551926,0.5994461126774717,0.24947285652160645
21,True,-1.5464465092074404,0.3194852524793515,1.4073168164997836,-0.21771052656148115,0.1529836442241293,0.6010955554395283,0.26929599046707153
22,True,-1.4751710209343287,0.3683975799869625,1.426663242842718,-0.19778027371403417,0.15001726240119823,0.6004981025788245,0.30435076355934143
23,True,-1.3562139117001382,0.47451857192259217,1.4449980915746314,-0.1677040593192304,0.14533386262687886,0.59827778666683,0.3076281249523163
27,True,-0.6239577750332362,1.1164689614165926,1.2916117619814889,-0.03387144575682823,0.09990681400806703,0.5492639092748914,0.3151552081108093
28,True,-0.4325047518586188,1.1735421286522103,1.279528159941576,-0.012926228430627242,0.07726298149917651,0.5288034896751004,0.34443554282188416
29,True,-0.27756609430621065,1.2129390188001608,1.269750254638979,0.00537858743850219,0.05793500392545151,0.5128096021786224,0.33498573303222656
30,True,-0.1364818604049943,1.2236246096571084,1.2516611836726117,0.01526000255170106,0.04151750421850928,0.4985526775583929,0.40591394901275635
31,True,-0.0230894512732671,1.2083398662776945,1.2033763547014211,0.014102297487663304,0.03148295136252904,0.4910766997038244,0.5187116861343384
32,True,0.02622148707066941,1.1992977282442618,1.173531084347935,0.013918896572069754,0.027844451247954972,0.4907112194786258,0.45128902792930603
33,True,0.04763278321478751,1.1947082286947435,1.1560033916196877,0.015984736817178723,0.026615629360994562,0.49417176948108116,0.4337347149848938
34,True,0.0592333963177757,1.1767348102724076,1.1393640387339863,0.015040106543702646,0.02716633901954601,0.4992878976917764,0.45286011695861816
36,True,0.06625259821985022,1.1340813660852114,1.1094725597753126,0.006758534641491321,0.029224947808714354,0.5078185952027228,0.3914867043495178
37,True,0.06981278113737623,1.0822667886461712,1.0995496213600169,-0.00028462045090014765,0.03130685700113312,0.5150706335314602,0.3642518222332001
38,True,0.07320749858668209,1.0525410779655597,1.1153630900134703,0.0007171626582082268,0.03172145091254544,0.5132639142303409,0.38995519280433655
39,True,0.0754465090952742,1.029370355730161,1.1248488254968556,0.0011210899991858287,0.03234083389937447,0.5111442750415731,0.3469833731651306
40,True,0.07984752536095081,1.01389562849083,1.1264743634701124,0.00041450475468247016,0.03335641266394662,0.5092512223311848,0.30355191230773926
41,True,0.07772998247379473,1.010042664280217,1.1298053690251035,0.0013528680595486992,0.03564463702719591,0.5085951017254794,0.3045932352542877
