frame,baseline_mm,cam1_x_mm,cam1_y_mm,cam1_z_mm,mean_spacing_err_mm,max_spacing_err_mm,pnp_err0_px,pnp_err1_px
30,642.0926530009883,48.32836777216826,-497.2450927521249,403.35426319831606,0.060182177866323044,0.17518568783576188,0.13416733597745786,0.1584295921440121
31,642.192490128868,48.29872322915762,-497.2905996976893,403.46063892858507,0.0589125528346947,0.16114923225025307,0.14182455130902838,0.1669643512503237
32,642.3398527876418,48.89419424016478,-497.3117410012064,403.59741886092803,0.06857453040685862,0.1917245784548091,0.13973949036051653,0.1646578325377806
33,642.2686852643702,48.24512742187447,-497.29263849238174,403.58580680266107,0.07167807625156555,0.18872372914587043,0.12103914531840387,0.1604547127872622
34,642.0966602398518,48.77563013891504,-497.24766806414584,403.3036270609186,0.06580887475127471,0.19117365633491978,0.1322742759788115,0.16895569240239935
35,642.1256994647156,48.65927424876419,-497.2716583193501,403.3343362211518,0.06005389612189352,0.16388332888904455,0.13253111142759094,0.15615144788626598
36,642.6961345602361,48.763259689880236,-497.46259404989377,403.99434823303784,0.06478167943647657,0.22263997508545352,0.13408072924910855,0.16443686999178428
37,642.2764664155906,48.71765043054774,-497.3132766391488,403.515990669834,0.06133830841148365,0.19206525335110913,0.12870362118317938,0.15918146395044444
38,642.266888181556,48.353671181887826,-497.30835458283383,403.55058988900964,0.05632325862038116,0.1970863520484624,0.13908130056119813,0.15694125101676226
39,642.2866703316669,48.41352206825361,-497.2953376167455,403.59093764767937,0.06605315974903274,0.21285196991643884,0.13756510364391572,0.15671255522686234
40,642.2440915204206,48.42524346199743,-497.29166216528284,403.5262960817137,0.06137527744313599,0.18268487169706069,0.12790187355814228,0.15152945532850787
41,642.2788911494291,48.593006463275685,-497.2846801911873,403.57011854961297,0.05918943528824757,0.17172207174061954,0.1260964604679846,0.15800461642693248
42,642.3613300267253,48.29668508017269,-497.3318967370759,403.6787002206988,0.06553824818833681,0.17398698223922843,0.1373159667645466,0.15261937596171132
43,642.0986462933652,48.41768067304505,-497.20527442115,403.40217507817675,0.06366403332850688,0.1883008181522844,0.1404919897611281,0.15420402267124655
44,642.4063235018331,49.007346474219766,-497.2850435326475,403.7223674078887,0.06062336578434711,0.16393754978409614,0.13047745872905311,0.15594070757405182
45,642.2767756172386,48.59438063564403,-497.2882321130288,403.5622094173501,0.06183519602683042,0.16452675883320278,0.1419147691968819,0.15264845010152672
46,642.474504153987,48.47190684986017,-497.36698729468696,403.7945550445876,0.061994491243695465,0.15837552475344435,0.13898516223179544,0.15776789573138725
47,642.2343898570645,48.81612241717011,-497.2886383923672,403.4674805149645,0.06230815716540799,0.15713778578568816,0.1354474341424327,0.15708636631919476
48,642.6389855160652,48.60254757905794,-497.3728416826735,404.0333085655751,0.06096273744150368,0.1599244977336621,0.12312615406173326,0.15873914411072987
49,642.1423839714481,48.20651165572778,-497.27163555664004,403.41528726282166,0.05939820150333591,0.146503530409018,0.1309799229844169,0.16072098798365014
50,641.8003150009398,48.603232805495054,-497.1509243776503,402.97187058975743,0.061834548682289395,0.16473391735143117,0.12897790946265075,0.16337365548060262
51,642.0525457632608,48.33411003467681,-497.2386942922868,403.29761495295463,0.05806860794771394,0.18352262280277656,0.1226974238314286,0.16173628430980694
52,642.2839825218308,48.481864218314705,-497.2916344518155,403.5830191549967,0.056713717021509055,0.20475677236861736,0.12277421284744672,0.16177611198619404
53,642.5013352644858,48.122205064689325,-497.3716686584366,403.8732999497261,0.05634494473898697,0.16568076328708076,0.1255846786692684,0.158039215544436
54,642.1469649995438,48.281583278868375,-497.2588491075991,403.42936229084404,0.05924571982944806,0.18437855417010804,0.13297678077516198,0.15926266227379463
55,642.1031182171173,48.51512285816421,-497.2384818026586,403.35665296706054,0.06467830504742274,0.17856006553700413,0.1431865729651004,0.16181784745234876
56,642.3036764171434,48.40895206678366,-497.2894131517035,403.6258486098341,0.06015772589687002,0.1533066621147751,0.13580196641695447,0.1628579951314914
57,642.1037183266538,48.752033343112075,-497.2319401663642,403.33710716002815,0.060743472719449305,0.18387995934582638,0.14354912127030606,0.15839170116248522
59,642.096939564967,48.42893485622743,-497.2113764279388,403.3905864271285,0.05832101449366726,0.20066607113451013,0.12696200143782324,0.1677651867177735
60,642.154457214043,48.61987301738159,-497.2500153411288,403.41154806336783,0.05459886376160687,0.19073877360565802,0.1230517689817129,0.15967897869612657
61,642.320907094926,48.62662387867349,-497.23599472587193,403.6929088928653,0.06035620806060493,0.1587951582456039,0.12566392791789954,0.16019549894734733
62,642.2138037631217,48.647352265463574,-497.22345814209154,403.5354228994983,0.060287978287586586,0.20711132819573388,0.12673114468500324,0.15786305853192611
63,642.2296958729698,48.49017914511552,-497.2338574769473,403.5668169784982,0.06515848869884536,0.1684328766717695,0.13072863963815468,0.1626321291920963
64,642.2505084129248,48.50230072964358,-497.2875159130528,403.5323641266174,0.06393515273274226,0.19119894078311814,0.14105973289959378,0.15882198526533392
65,642.6759033987813,48.91971954577301,-497.3718774684813,404.0549385324732,0.06152833005437846,0.1929695843631181,0.14211558725559287,0.15434917383638155
66,642.7339148886899,48.4494764644879,-497.42569808268996,404.13761080281483,0.05840643884066506,0.16959562229773226,0.13249586193310697,0.15265887365946793
67,642.4675963375124,48.45182174336171,-497.3140444911117,403.85117861081324,0.05546598411805078,0.16055719852544129,0.13530967681533437,0.15816752810031984
68,642.2172352753308,48.81367038083103,-497.25491891140985,403.4820299431544,0.06392824909971512,0.18873462914525269,0.14162411230376273,0.15479541679074224
69,641.983702221225,48.58709919670788,-497.1633191053163,403.25054475537314,0.05544754785314592,0.17929396715012091,0.1284961073730833,0.15616619629243003
70,642.3286062531693,48.331260802133826,-497.2807127374271,403.68554640929557,0.055969619321065214,0.2003744415677959,0.1282263129455324,0.1563811353945913
71,642.1529497888799,48.72844929536042,-497.21580303763545,403.4382162877835,0.0575121180313158,0.224701446850082,0.12170183303830989,0.15990757157181926
72,642.4444786264049,48.59385129961081,-497.3040728605123,403.8096146078882,0.05451270415957216,0.1667571589773001,0.12974309231018497,0.15435029644239667
73,642.4451238678199,48.416703736167065,-497.3218169820148,403.8100671535693,0.04936411388989728,0.14534058059645014,0.1264749849349303,0.15439936875210883
74,642.1287786913167,48.30135299216461,-497.1664943317755,403.511864307087,0.04846230124315367,0.17370693502722148,0.12405782448858448,0.15913280144796949
75,642.0913616924495,48.498448768385074,-497.1820457647491,403.4095073201712,0.05056270082278108,0.14685466930595623,0.13512191900327616,0.16335274912365141
76,642.2536011429152,48.196096882847804,-497.2922521015049,403.56813603915174,0.05892356776602536,0.19661320822559475,0.14148644792955956,0.16684783372252307
77,642.273318181373,48.62161630475746,-497.29989342900683,403.5390559426961,0.05751035104612296,0.19925990338353142,0.1371703660813595,0.15473721297975684
78,642.2992362304179,48.361409389751834,-497.2868077094187,403.6276920903601,0.059257358599154486,0.19373698791880223,0.12576295990408087,0.16041768376990284
79,642.2149154703435,48.746285590603286,-497.24390917436403,403.5000521470805,0.05385311758242351,0.17795686254386614,0.14221890290807748,0.15256907933340563
80,642.1727229384902,47.97528257304563,-497.31222109107756,403.44111478842945,0.05595641595386932,0.18597074630518143,0.13630868403158,0.1558038731335771
81,642.0305581553553,48.41729696624786,-497.17855649657645,403.32677312538993,0.05660342246862877,0.1596181356056832,0.13455803291169205,0.16230928628737656
82,642.4847234762221,48.62139176346633,-497.3236477895427,403.8462201291526,0.05360596679139251,0.14580539303938114,0.12754927540923144,0.161290557955425
83,642.0656760616392,48.12025874544863,-497.2436719193062,403.33795235629185,0.053404875915472036,0.15694428967624394,0.1468087792291588,0.15011368936961786
84,642.4791246108779,48.452189124473385,-497.2974608861997,403.8898938150655,0.05750954391515387,0.1756135520382049,0.13074412343574784,0.16142075998556868
85,642.2654213586485,48.362805283377966,-497.2565708839886,403.61096770382875,0.05773693690976754,0.20926847791638212,0.13534282877047496,0.1552527659415487
86,642.2376225079418,48.39320479274406,-497.30648290236144,403.5015781354815,0.06007042082215327,0.2189079821153274,0.13395844388939107,0.1672556960986316
87,641.9158803020861,48.4054063396582,-497.191393214795,403.1297961379506,0.059011964798118835,0.17412945350925996,0.128495756437927,0.16049913310539304
88,642.6590080811085,48.977390137222116,-497.3080243213749,404.09967194828465,0.06768443899812232,0.2017873342294793,0.13929051891546546,0.16199613422163772
89,642.4562144517861,48.98376940442113,-497.2816512816919,403.8087878206807,0.06427727765608857,0.16166095621894874,0.12366417139751189,0.1649642874968703
90,642.1279293207256,48.63798933957633,-497.2521604526405,403.3644909159797,0.06016775835309012,0.17852213577284476,0.1324599100402842,0.16076819209456267
91,642.148235096489,48.51847580599017,-497.23908537506964,403.4273234652847,0.06690771939323868,0.1817074466544527,0.13433819485444268,0.1618517580107366
92,642.1089841208911,48.49008268800336,-497.249345043458,403.35561013022436,0.05695404754732921,0.16994098603704058,0.13014495246608643,0.15778900673050475
93,642.2637363518543,48.715326876848664,-497.2952515083821,403.5182236121947,0.06337118326311399,0.17513529919542178,0.12639796010257853,0.16338603848195266
95,642.0465665820199,47.82664381211985,-496.956132311968,403.69667865732873,0.05901275161593489,0.16347740153920334,0.12686429000007887,0.19139095695582828
96,642.5265352241845,48.61140233077535,-497.34856876295134,403.88325191826715,0.061065859175662554,0.18054763833076637,0.14280779767605842,0.15744867272462668
97,642.2837390764561,48.47563976964671,-497.2750663950155,403.603793555994,0.06327117637836306,0.18537107236005212,0.14159315717611076,0.15576073665283327
98,642.6088382617579,48.804121373931764,-497.3742717332594,403.95929320521213,0.06284131610908093,0.1538032777173258,0.13853192946099716,0.15454332265279686
99,641.9335283470285,48.314280252767766,-497.1897168349057,403.1708950474335,0.05880889856208266,0.19524514568333012,0.14954908478408563,0.16160548171949168
100,642.0697989538055,48.4917401078021,-497.23939694012046,403.3052937918409,0.06309400451739497,0.2421679459700711,0.132899650951499,0.16073071327486166
101,642.2778037275234,48.5168789245934,-497.30410851112083,403.5536064495358,0.05874104736797248,0.24415133438313377,0.13369986255259197,0.16028046670718193
102,642.522452983267,48.4239419479901,-497.365499641729,403.8784275001398,0.0559369315322849,0.17187434761443618,0.1232347815707475,0.16256472808720696
103,642.2853789388136,48.438178981449724,-497.25935801654896,403.6302536734653,0.05600800508145441,0.16462668531668986,0.14148484677682116,0.16452032573750242
108,641.7855786293125,48.059158248544,-497.18520281310424,402.97136417950986,0.0646836449046044,0.155780021998609,0.12819131476604284,0.16275945061147512
109,641.8163007811596,48.39103687525563,-497.16158200321513,403.009718094502,0.06222006292025237,0.19906103939731218,0.13509756073956616,0.16076016802197968
110,641.8651415076607,48.6042650705054,-497.12179842284064,403.1109063675232,0.05943813070298865,0.20373128254597486,0.13547503826092308,0.159109362382449
111,641.9799417227276,48.55957729185524,-497.1704188692798,403.23911966586047,0.0598496859618859,0.1963642608621731,0.1299265980445639,0.15479871631095277
112,642.2023100065777,48.247184211493725,-497.23607556043356,403.549626879651,0.05903175741008207,0.24386444921326716,0.13597465508249457,0.15717516701052217
113,641.874944860094,48.50038729009553,-497.12466418531005,403.13549276949334,0.05772481548007858,0.21428779349750085,0.13005672582380184,0.15745731285604042
115,642.18761966435,47.89779394146476,-497.296518846831,403.4933859786656,0.05719586173107079,0.163054302062534,0.11816780291834833,0.15379502446299725
116,641.9982872411807,48.5549505172594,-497.1449337784385,403.3003005445298,0.0658715437348926,0.17996274222078362,0.1261164761425819,0.16294710896678116
117,642.1369390509379,48.392109626344826,-497.26926286527424,403.3873230891703,0.05211526471945102,0.16931745712069415,0.13151033595079784,0.15399156334264205
118,642.3097862481508,48.35639002002345,-497.29120721360886,403.6396614338189,0.05482194392430744,0.16778393279418685,0.1318938423158868,0.15419257059157376
119,642.470448222414,48.56449232937572,-497.389358139575,403.74941898831435,0.059142967614789835,0.16634856902386294,0.13975559179135208,0.15775882826499074
120,642.1730576767848,48.62713265467317,-497.25512579191843,403.4339820210977,0.06192652205178052,0.20239442967472793,0.13598299526509391,0.16119058299410197
121,642.156592370004,48.72841508238342,-497.2112120108173,403.4496763396254,0.05985697108792293,0.17440214814194374,0.12503269717904691,0.16319342003588766
122,642.4201184063784,48.735570552897634,-497.32151097126814,403.7322967281705,0.06224212962653299,0.17880382589821261,0.1309119466546727,0.15809051858252512
123,642.3340009674814,48.670487159303754,-497.25402424367593,403.68624927292024,0.0614335574331072,0.19415859810130096,0.1290642315544318,0.15624533578841102
124,642.1664563111635,48.567264448435935,-497.2477019895374,403.43983603674707,0.05644025413822853,0.168199352336168,0.13476213566416365,0.15759500979913654
125,642.4241097716656,48.4630938035848,-497.3413948865506,403.7469532853497,0.05939594077982464,0.17416958054274068,0.14323301855685994,0.1623896897488693
126,642.1459828254198,48.57469241596295,-497.2964262444791,403.3462866569967,0.06194641659078446,0.18596556630980088,0.1428134639567189,0.16626493046478943
127,641.6941216364407,48.52327712757809,-497.04791754884076,402.93945572495664,0.06361618128607466,0.1629142505055678,0.13901074450907763,0.15980423620910678
128,642.2352027058421,48.38011513083243,-497.2703278262697,403.5438527819446,0.06278564582663762,0.19301798780451893,0.13920100167022711,0.15899731548864426
129,642.0150234620876,48.4440635512413,-497.2233535152569,403.2435985563938,0.056940959080068965,0.19558346201846433,0.13227445365120466,0.16151909728474736
130,642.3647450931082,48.50968866677299,-497.3020745694933,403.69533372688977,0.05950272630489322,0.16514728758024871,0.14546234991194118,0.15143969789840586
131,642.2444114425218,48.32042889084223,-497.28482586835213,403.5477941236191,0.05729561671886942,0.16704117998320167,0.13699947917105273,0.16193029387955243
132,642.0895803623447,48.40416172551148,-497.2276327185584,403.36180731279063,0.057971775950484375,0.1635385227240528,0.13788683831709145,0.1600928692700056
133,642.6881396928958,48.3022781213799,-497.42829063022356,404.07923791119725,0.05671120060875339,0.17596588900596621,0.13226387064405876,0.16124941127197587
134,642.1025442702054,48.43191108956466,-497.23221231300374,403.37346762621803,0.06293297342790595,0.17508516353769918,0.1446768351840822,0.16211318616672582
135,642.296683306474,48.53027809351231,-497.27506074086534,403.6178334264134,0.059682464896895916,0.17323682748824482,0.13583439961777402,0.1639748624262533
136,642.3404341209364,48.536755095523425,-497.28830688031644,403.6703562953049,0.06227023033735772,0.18816139863632453,0.13948667362686393,0.1628651413176657
137,642.3010605892852,48.338922052982184,-497.27027587205066,403.6536557285355,0.05616804593657165,0.13711632463266413,0.14318252093462114,0.1549257302877023
138,642.2076774370151,48.55308127124256,-497.2346450363702,403.52324224717023,0.06340122927052856,0.24371435851988296,0.13230066641985844,0.1622812211017294
139,642.2195527006893,48.56363736702556,-497.19691370506587,403.58735857174054,0.05934261120285607,0.16953973707771117,0.13147651779547107,0.16471918258120025
140,642.092099089673,48.60278656234098,-497.22913608635855,403.3400786911356,0.0636579375144531,0.1917290152981324,0.13558796542486753,0.16087331706637245
141,642.3354127737335,48.48025786910011,-497.2466127475881,403.7205137359238,0.057729059423993624,0.17960801622190353,0.13322409340499497,0.15601129502793618
142,642.400607917592,48.44409893123312,-497.2674704183673,403.8028890378957,0.05540162855102638,0.17034293355372085,0.13529731549928037,0.1558221363655247
143,642.1850174138236,48.52040641090159,-497.2451443824829,403.47816934817894,0.055091244687796984,0.17720316064962285,0.13458067193610138,0.15659520201791957
144,642.3358524288986,48.313121050154955,-497.2762340529734,403.7047642721662,0.05565897599082176,0.19405184952214424,0.1256327875778444,0.1573367315527457
145,641.978825522989,48.46339974478362,-497.1938600842528,403.2200104156218,0.0539114358196732,0.1638737052247624,0.13450841945660294,0.1582940843953266
150,642.4337860475508,48.50000221404318,-497.3268463903213,403.7758376873062,0.05848312523825143,0.1931264712927601,0.12358430647791306,0.15230627597367713
151,642.2308754320937,48.5271516833347,-497.3047300389027,403.47691184095066,0.06152280845634826,0.17865723301303468,0.12287659639824301,0.15913896961518473
152,642.5574356332608,48.50418973874925,-497.3643652242552,403.92584699478357,0.06280918925796394,0.17179920317123357,0.1263388032597088,0.16103831135631705
153,642.4177771622435,48.37949292786636,-497.3295257810667,403.7615235067598,0.058354146050856114,0.18398395419385802,0.13082091662095036,0.15518135775201736
156,642.1155551773296,48.44932327218919,-497.2635673698237,403.3534353910899,0.06258617041067811,0.19179863753969462,0.13031583781532283,0.16026107189619565
157,642.1455802037597,48.29176436932695,-497.2383033826801,403.4512626308588,0.06317537107978481,0.2894548406973986,0.1358931870146688,0.15813244896369041
158,642.0673013521271,47.86000392243317,-497.19462783971665,403.43195403620854,0.058192729502201,0.20003671713539686,0.11861432529473384,0.15572509772616913
159,642.266724774931,48.55780273898794,-497.2588980715786,403.5867612235541,0.06044084111639908,0.19960518532850455,0.12332380784631139,0.1630872192287191
161,641.9805586168624,47.930115560886556,-497.18884942092456,403.29268487766507,0.061240871398735366,0.16466800973491402,0.11724464239103867,0.16015843764789695
162,642.114989150666,48.51342236935409,-497.2514308574185,403.35979181398665,0.057737030767138486,0.19498838647501876,0.1300053740452511,0.15729629913755008
163,642.5846732087737,48.48691829466037,-497.333218251189,404.0095927339209,0.062145501279169416,0.2733715609858564,0.1306359911988807,0.15880985113042775
164,642.3370272892383,48.44975732229773,-497.33351345546833,403.61968985200116,0.050307094522992986,0.14860853628409845,0.12394375191292481,0.15994511928430338
165,642.2490960215988,48.33194789798508,-497.30248419948066,403.53210945595504,0.051178541463233806,0.16192794805820407,0.12748920212134102,0.1530740543351048
166,642.3546084749526,48.23458477703182,-497.2886411114943,403.72871495830003,0.05413664052506524,0.24094720571440909,0.1343527542391153,0.15943698041059104
167,642.3307188626745,47.89437743192342,-497.309606518933,403.70538300725275,0.06392056750492198,0.20505994426118015,0.11696191844764824,0.16185673662903785
168,641.6999857731163,48.042481312468176,-497.07394813574024,402.9742942363772,0.06255741109385338,0.16611035431875545,0.1198100131356593,0.15756492893799537
169,642.2718390438949,48.64672921676939,-497.24187006017496,403.60517046291335,0.06028825500614782,0.15975480303542788,0.12644056255214445,0.15925795220249522
170,642.5496361879906,48.447431843851724,-497.36884995127923,403.914729133757,0.058183142268783884,0.17585166912091957,0.1235145662094935,0.16158186037677597
